entry_time,entry_price,exit_time,exit_price,pnl_abs,pnl_pct,reason
2023-02-27 09:00:00+00:00,167.05,2023-03-10 10:00:00+00:00,171.95,2933.253516911078,0.029332535169110777,signal
2023-03-14 11:00:00+00:00,174.53,2023-04-04 15:00:00+00:00,214.29,23449.413624204346,0.22781183750644587,signal
2023-04-07 17:00:00+00:00,215.99,2023-05-03 14:00:00+00:00,238.65,13259.091797850255,0.10491226445668785,signal
2023-05-15 16:00:00+00:00,230.75,2023-05-23 08:00:00+00:00,230.4,-211.80765169506776,-0.0015167930660888065,signal
2023-05-23 15:00:00+00:00,236.01,2023-05-30 19:00:00+00:00,244.47,4997.997491166927,0.03584593873140959,signal
2023-06-13 08:00:00+00:00,243.86,2023-06-19 07:00:00+00:00,242.4,-864.6961585193058,-0.0059870417452636505,signal
2023-07-03 10:00:00+00:00,241.08,2023-07-17 09:00:00+00:00,245.47,2614.2470507775142,0.018209722913555725,signal
2023-07-19 07:00:00+00:00,247.32,2023-07-19 12:00:00+00:00,245.8,-898.3899381346127,-0.006145883875141376,signal
2023-08-10 11:00:00+00:00,266.72,2023-08-14 16:00:00+00:00,261.15,-3033.910622414405,-0.020883323335333052,signal
2023-08-19 08:00:00+00:00,262.89,2023-09-02 07:00:00+00:00,264.31,768.337261730805,0.005401498725702845,signal
2023-09-02 09:00:00+00:00,265.37,2023-09-02 10:00:00+00:00,263.53,-991.6151295333111,-0.006933715190111922,signal
2023-09-02 12:00:00+00:00,266.1,2023-09-02 13:00:00+00:00,263.6,-1334.290879766486,-0.0093949642991357,signal
2023-09-03 09:00:00+00:00,266.09,2023-09-03 10:00:00+00:00,262.86,-1707.771979672747,-0.012138750046976458,signal
2023-09-04 08:00:00+00:00,266.59,2023-09-06 07:00:00+00:00,263.25,-1741.22332795267,-0.012528601973067247,signal
2023-09-14 16:00:00+00:00,260.29,2023-09-18 19:00:00+00:00,258.95,-706.5187712691259,-0.005148104037804118,signal
2023-09-26 14:00:00+00:00,256.08,2023-10-06 07:00:00+00:00,258.73,1412.8792102146544,0.010348328647297955,signal
2023-10-06 15:00:00+00:00,260.42,2023-10-11 20:00:00+00:00,260.21,-111.23742052732268,-0.0008063896782123089,signal
2023-10-12 18:00:00+00:00,264.19,2023-10-27 10:00:00+00:00,268.41,2201.667205683887,0.01597335251145016,signal
2023-11-02 08:00:00+00:00,270.2,2023-11-03 07:00:00+00:00,268.58,-839.5906326871482,-0.005995558845299759,signal
