entry_time,entry_price,exit_time,exit_price,pnl_abs,pnl_pct,reason
2023-03-13 12:00:00+00:00,170.37,2023-05-18 06:00:00+00:00,233.73,37189.64606444797,0.3718964606444797,signal
2023-05-31 06:00:00+00:00,241.3,2023-06-13 06:00:00+00:00,243.27,1120.0315074469836,0.008164111065064074,signal
2023-06-19 08:00:00+00:00,241.76,2023-07-03 08:00:00+00:00,240.93,-474.83881694517913,-0.003433156849768177,signal
2023-07-17 06:00:00+00:00,245.59,2023-07-25 10:00:00+00:00,247.17,886.7586026825884,0.00643348670548464,signal
2023-08-07 12:00:00+00:00,265.72,2023-08-22 14:00:00+00:00,261.2,-2359.7080387494643,-0.017010386873400826,signal
2023-09-05 16:00:00+00:00,264.35,2023-09-12 20:00:00+00:00,262.4,-1005.884941069904,-0.007376584074144335,signal
2023-10-06 08:00:00+00:00,258.05,2023-11-06 06:00:00+00:00,270.03,6283.91758359308,0.046425111412516804,signal
2023-11-16 20:00:00+00:00,279.7,2023-12-05 16:00:00+00:00,278.63,-541.8473954190267,-0.0038255273507328594,signal
2024-01-16 06:00:00+00:00,275.04,2024-01-30 06:00:00+00:00,275.59,282.1551083889208,0.001999709133216881,signal
2024-02-20 08:00:00+00:00,287.21,2024-02-26 08:00:00+00:00,290.3,1521.0644117329794,0.010758678319000214,signal
2024-03-14 06:00:00+00:00,296.61,2024-03-28 06:00:00+00:00,297.5,428.7857851611043,0.0030005731431846103,signal
2024-04-17 10:00:00+00:00,306.52,2024-05-07 18:00:00+00:00,308.39,874.4201010024699,0.006100743834007616,signal
2024-05-21 12:00:00+00:00,318.58,2024-06-07 10:00:00+00:00,318.52,-27.158861191332107,-0.0001883357398455262,signal
2024-06-13 06:00:00+00:00,313.44,2024-06-24 06:00:00+00:00,316.99,1632.9427033701504,0.011325931597753995,signal
2024-07-04 12:00:00+00:00,325.55,2024-07-11 06:00:00+00:00,289.04,-16352.42961777182,-0.11214867147903543,stop_loss
2024-07-26 20:00:00+00:00,293.3,2024-08-05 08:00:00+00:00,278.42,-6567.790216319772,-0.05073303784520963,stop_loss
2024-09-12 12:00:00+00:00,253.71,2024-10-15 08:00:00+00:00,263.24,4616.066807507901,0.037562571439832916,signal
2024-11-14 12:00:00+00:00,251.8,2024-11-20 14:00:00+00:00,237.49,-7246.277726665561,-0.056830818109610874,stop_loss
2025-01-09 14:00:00+00:00,271.8,2025-01-29 08:00:00+00:00,280.75,3959.9914823317085,0.03292862398822663,signal
2025-02-21 12:00:00+00:00,313.44,2025-03-04 06:00:00+00:00,312.9,-214.0081548414746,-0.0017228177641654817,signal
2025-03-13 06:00:00+00:00,316.4,2025-03-30 14:00:00+00:00,299.22,-6733.313113646422,-0.054298356510745736,stop_loss
2025-04-29 08:00:00+00:00,311.12,2025-05-05 12:00:00+00:00,295.4,-5925.443770518526,-0.05052712779634874,stop_loss
2025-05-14 20:00:00+00:00,304.21,2025-05-28 08:00:00+00:00,304.77,204.9714490731276,0.0018408336346602916,signal
2025-06-01 12:00:00+00:00,303.23,2025-06-16 08:00:00+00:00,313.1,3630.96904301038,0.03254954984665108,signal
2025-06-20 10:00:00+00:00,311.54,2025-06-25 06:00:00+00:00,314.04,924.3036206956604,0.00802465173011488,signal
2025-07-07 06:00:00+00:00,317.0,2025-07-14 14:00:00+00:00,316.56,-161.15843025744834,-0.001388012618296428,signal
2025-07-18 06:00:00+00:00,303.56,2025-07-23 10:00:00+00:00,314.24,4079.276071279761,0.0351825009882725,signal
2025-08-16 06:00:00+00:00,314.94,2025-08-26 06:00:00+00:00,313.07,-712.6677308473882,-0.005937638915348995,signal
2025-09-10 14:00:00+00:00,310.25,2025-09-17 16:00:00+00:00,304.24,-2311.2643639005983,-0.01937147461724408,signal
2025-10-21 14:00:00+00:00,293.59,2025-10-29 14:00:00+00:00,291.4,-872.7589668184955,-0.007459382131543991,signal
2025-11-06 12:00:00+00:00,292.72,2025-11-18 08:00:00+00:00,301.05,3304.7024089198967,0.028457228751024917,signal
2025-11-26 08:00:00+00:00,304.21,2025-12-05 08:00:00+00:00,305.34,443.6402532606444,0.003714539298510888,signal
2025-12-12 12:00:00+00:00,305.16,2025-12-24 10:00:00+00:00,302.77,-938.8722372947959,-0.007831957006160876,signal
2025-12-29 12:00:00+00:00,300.68,2026-01-12 06:00:00+00:00,301.24,221.51590909979132,0.0018624451243847925,signal
2026-01-26 06:00:00+00:00,305.01,2026-01-29 06:00:00+00:00,306.5,582.1055291000812,0.004885085734893976,signal
2026-02-02 08:00:00+00:00,304.37,2026-02-10 06:00:00+00:00,304.61,94.41811641871755,0.0007885139796958074,signal
